address,share,tag,additional_data
0xad79579eecef31f4719426232d7b527b17b84f85,0.000000000316,dvv,{}
0x2b5303771e86b5c1476f35e36bf8a914212ee553,0.000000254583,dvv,{}
0x5c3c4faf96da5cd480d92febf2ac3ec39ecb1f79,0.000000055634,dvv,{}
0xd96f56b0e4aefcc8679403a6e903687b743e7035,0.000000010185,dvv,{}
0x5c0f3de4ba6ad53bb8e27f965170a52671e525bf,0.000000000000,dvv,{}
0x206739f22f107d63426dfc1bd3870b083fcc1367,0.000000876372,dvv,{}
0xf122eba5ea71dfa018ba2c55dad05d2aabc09d2e,0.000641512425,dvv,{}
0xeb2b3dbd29cf972c46e14c205d30e2f0b6b9532b,0.000005058505,dvv,{}
0x000250150f8fc5030700090ac5f9006fa3a40134,0.002031358344,dvv,{}
0xd1c0264e13a79e0f49d72c93683c4885bf5766fe,0.000058531034,dvv,{}
0xd275c930f404a08d1f789ad71529dc685f21ae8b,0.000000000000,dvv,{}
0xb4b1b6928337974d98843f45abbb8b38dfb1b72c,0.000415411141,dvv,{}
0xa413e31f8a82e508f40e248d7b6a98b816fecf03,0.000000000000,dvv,{}
0x16d3e274d811bf1fed14daa6c2dd4fa870e69edd,0.000000000000,dvv,{}
0x8a9113778f7169bd4962f8af43e19f60aa46817d,0.000292661967,dvv,{}
0x1ac53eb09db2fdb5ea0aceef42a5c25e8399ade7,0.000004810120,dvv,{}
0x9e5b78936a818605c96a7417a34fd64a689874cb,0.000117062068,dvv,{}
0x2f0d5918af0d12631df3fd45270ac3153c48f38b,0.000000000000,dvv,{}
0x803bc0dc45657fc9018c8be9b0e4da9d77d9f9bc,0.000000000000,dvv,{}
0xfffcbafd962feb657b5fd1f54bc2f58c18977752,0.000000000000,dvv,{}
0x202549e6ce3b8ab3ef606c3cdac2d487689747ab,0.000291575312,dvv,{}
0x4f4c3a3ab3423866849b986b60eb53df2e8602e4,0.000000000000,dvv,{}
0x206096571603cd49b61999f71ede6e6cb5540cb8,0.005270071240,dvv,{}
0xf3b911aafa89134ceacb1f51a7007eab80ce5735,0.000896722658,dvv,{}
0x4789f8ed86858dd6879104781293a98569b46b16,0.000005858246,dvv,{}
