address,share,tag,additional_data
0xafbd66706f90bc56d29c39a260930b34b2757ed8,0.010452961672,sdvt,{}
0xb0528351c49ca7950c2f8ced526202ff4e69bfe3,0.003484320557,sdvt,{}
0xb1902208340e13c716591e8e626e75e3e30ed113,0.003484320557,sdvt,{}
0xb23bbd9aa7f2dc7e8f2bf93cc4e6ac728b1dcf17,0.003484320557,sdvt,{}
0xb2b3d54465a4281e99f76ff354742679c42bad08,0.003484320557,sdvt,{}
0xb2db644bab191cadc7f240e0e38df836bd7f0cd6,0.003484320557,sdvt,{}
0xb2f3aed8ef84ad40484fc71ebb1301b8c8b4785f,0.003484320557,sdvt,{}
0xb3daf38b0e8629744cc25351bd4b6a9423a7cbef,0.003484320557,sdvt,{}
0xb4fe0f67f4ece794adfaa37034032f68fff0b974,0.006968641115,sdvt,{}
0xb7c215473e46a61cf6928e02069d1817db9b1712,0.003484320557,sdvt,{}
0xb8950c47e8b9e539601cb47a167de8bf4cb1289e,0.003484320557,sdvt,{}
0xb91d5a05ec5298d69cde53ab688ffab63bf16a0e,0.006968641115,sdvt,{}
0xb9d1ec7913605b2b3db67546a05efad9960e21b9,0.003484320557,sdvt,{}
0xb9ed56cb5b6c6fe436c77d43b03903f572b052e3,0.003484320557,sdvt,{}
0xba00d14d32a2fec5478162062543e7e84998e0aa,0.006968641115,sdvt,{}
0xba1cf8a6709a907aa8708b4d05701c1991a7f259,0.003484320557,sdvt,{}
0xbb338d474184297b1f38025cab983bfe9cf7fc12,0.003484320557,sdvt,{}
0xbb557a02f52e01a5fa4b57573bbe9631a1906df9,0.003484320557,sdvt,{}
0xbbbf18a1728abec13e413aea053206c37c4bb1dd,0.003484320557,sdvt,{}
0xbbfc128b332418969a3fa37d7cf866055401cfa4,0.003484320557,sdvt,{}
0xbc44ccb8f69032372cb0661480aca53351e468cd,0.003484320557,sdvt,{}
0xbd286ac236fa0752ae4bea89a8b6936ea197fc56,0.003484320557,sdvt,{}
0xbdfe0e381933666ac1417189495be2ac6921ced1,0.003484320557,sdvt,{}
0xbe6d84a503908f7ade8471d4f4b5bed5ecca4643,0.003484320557,sdvt,{}
0xbeb6350757fb9048cf517c540329d665a8960d4d,0.006968641115,sdvt,{}
0xc007e37b4d85a24669f7784f26712739586c5a4c,0.006968641115,sdvt,{}
0xc425de73a1861ce0e65cc18531fbb185aaf24e46,0.003484320557,sdvt,{}
0xc653e9188532238a36dd2c02d63ee1931f3e46f0,0.003484320557,sdvt,{}
0xc73d1f2de4b17be53cb4792ca56e7716cd070495,0.003484320557,sdvt,{}
0xc771a77617fba4403e70e1fe0b1d4131e00ae273,0.003484320557,sdvt,{}
0xca6817dab36850d58375a10c78703ce49d41d25a,0.006968641115,sdvt,{}
0xcadb094f8711df4ce2ae4bdf41e3e19d7a521266,0.003484320557,sdvt,{}
0xcbe4a1d4e98d8c330dfdb461001e7dc2c458f4ff,0.003484320557,sdvt,{}
0xcc165987007ada429807b7c7f29b050683bc8cb7,0.003484320557,sdvt,{}
0xceb79934f00bd41a8749965b78824fb157bd2e9f,0.003484320557,sdvt,{}
0xcef78991df18b131eed7bbf91c3c7da2e78338e5,0.010452961672,sdvt,{}
0xcf2e5db58db8d9ece60d1b4e2667c3f84ee21516,0.003484320557,sdvt,{}
0xd0ebcf4b49a1dfebec5e2dd9e84a523e84e7cdb4,0.003484320557,sdvt,{}
0xd114b0fc5bcd540cd8a6627705103fb530a4db16,0.003484320557,sdvt,{}
0xd248e620bf3d9e915e789714ec2bc38461cecfab,0.003484320557,sdvt,{}
0xd2dd2307383b392fe36908fb58bc0258ef560b26,0.006968641115,sdvt,{}
0xd41fb19bafc0949cfdd8c25675ec4098fef41cb0,0.010452961672,sdvt,{}
0xd42f7e082ce42d89797775b5b328c54df7a22726,0.010452961672,sdvt,{}
0xd5ee523e537e3e01540e5a330589b007534109e6,0.006968641115,sdvt,{}
0xd629cd5bb273ac1a43ec82b8b4e60aa1e91b954f,0.003484320557,sdvt,{}
0xd7f5b619441fafe525ea3abebcd4a961c1227426,0.003484320557,sdvt,{}
0xd820c5a05e79fc06ef7e54377f902d5d6fa1a0c4,0.006968641115,sdvt,{}
0xd8d93e91ea5f24d0e2a328bc242055d40f00be1a,0.003484320557,sdvt,{}
0xda5bad74ece4cc5a2b3eb1d7fcaee26d35fda890,0.003484320557,sdvt,{}
0xda752a97a4972a0fb6b977d75759343096fabb5d,0.003484320557,sdvt,{}
0xdaaf3c8f3d6accdef64b814e4267d861cf546391,0.003484320557,sdvt,{}
0xdb5dc738a9361ac109e4b9bb8813b35680a2e6b2,0.003484320557,sdvt,{}
0xde621223d04b38179b92e3c98a2f92fdf86efc98,0.003484320557,sdvt,{}
0xde75e318519c38d205041096385ddb041a9123e4,0.003484320557,sdvt,{}
0xe191bb75dcd4c3482124a4eaa945026af4bbe5a2,0.003484320557,sdvt,{}
0xe556da28015c04f35a52b3111b9f4120e908056e,0.003484320557,sdvt,{}
0xe7f373d652bea36dade8a5ba8bd6689e9b9f6673,0.003484320557,sdvt,{}
0xea839fa4c85203d96d989623e335a4d8e86e9f66,0.003484320557,sdvt,{}
0xef6ee1ece8664605493e69de51f490c096beeaa7,0.003484320557,sdvt,{}
0xf08e22139f77506e6aacd84184d92cc1b79a77e4,0.006968641115,sdvt,{}
0xf1855aa2700349958a9cc27bd9262c444d8d4999,0.003484320557,sdvt,{}
